City,Algorithm,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Found Path,Travel Time Min,Runtime Seconds,Memory MB,Path Nodes,Graph Nodes n,Graph Edges m,Average Degree k_avg,Intersection Count,Circuity Avg,Reference Route Time Min,Route Distance Miles,Negative Cycle,Error,Graph File,Image File
"Greensboro, North Carolina, USA",A*,36.083381,-79.82418,36.0557884,-79.6838247,True,21.058511817826567,0.15406513214111328,1.21319580078125,98,10899,27087,4.970547756674924,8136,1.0601717317728696,20.07347606231167,14.095814222386409,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Greensboro_North_Carolina_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Greensboro_A_.png
"Greensboro, North Carolina, USA",Bellman-Ford,36.083381,-79.82418,36.0557884,-79.6838247,True,20.07347606231167,1.394057035446167,7.274852752685547,99,10899,27087,4.970547756674924,8136,1.0601717317728696,20.07347606231167,14.90934027254506,False,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Greensboro_North_Carolina_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Greensboro_Bellman-Ford.png
"Asheville, North Carolina, USA",Dijkstra,35.5888677,-82.5564524,35.6240475,-82.5042876,True,14.329242754856283,0.06978058815002441,0.49428558349609375,55,3902,9644,4.943106099436187,2760,1.1104432930288655,14.329242754856283,7.858953131059692,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Asheville_North_Carolina_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Asheville_Dijkstra.png
"Asheville, North Carolina, USA",A*,35.5888677,-82.5564524,35.6240475,-82.5042876,True,14.495324147303398,0.06359124183654785,0.662445068359375,66,3902,9644,4.943106099436187,2760,1.1104432930288655,14.329242754856283,7.726735597130155,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Asheville_North_Carolina_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Asheville_A_.png
"Asheville, North Carolina, USA",Bellman-Ford,35.5888677,-82.5564524,35.6240475,-82.5042876,True,14.329242754856283,0.3707571029663086,2.5216941833496094,55,3902,9644,4.943106099436187,2760,1.1104432930288655,14.329242754856283,7.858953131059692,False,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Asheville_North_Carolina_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Asheville_Bellman-Ford.png
"Atlanta, Georgia, USA",Dijkstra,33.762545,-84.411234,33.660166,-84.5088665,True,19.997418139475528,0.24787163734436035,1.915252685546875,140,12919,33701,5.217276879015404,10170,1.05892782136174,19.997418139475528,12.210155758184802,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Atlanta_Georgia_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Atlanta_Dijkstra.png
"Atlanta, Georgia, USA",A*,33.762545,-84.411234,33.660166,-84.5088665,True,20.282630675114664,0.07271671295166016,1.9694137573242188,135,12919,33701,5.217276879015404,10170,1.05892782136174,19.997418139475528,12.119027305188283,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Atlanta_Georgia_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Atlanta_A_.png
"Atlanta, Georgia, USA",Bellman-Ford,33.762545,-84.411234,33.660166,-84.5088665,True,19.997418139475528,2.495868444442749,9.157184600830078,140,12919,33701,5.217276879015404,10170,1.05892782136174,19.997418139475528,12.210155758184802,False,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Atlanta_Georgia_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Atlanta_Bellman-Ford.png
"Savannah, Georgia, USA",Dijkstra,32.038445,-81.108604,32.1215178,-81.1935578,True,19.27666552282924,0.12798476219177246,1.3020553588867188,97,6094,16294,5.347554972103708,4979,1.0630799973226273,19.27666552282924,12.84937882334133,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Savannah_Georgia_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Savannah_Dijkstra.png
"Savannah, Georgia, USA",A*,32.038445,-81.108604,32.1215178,-81.1935578,True,19.27666552282924,0.07871818542480469,1.102386474609375,97,6094,16294,5.347554972103708,4979,1.0630799973226273,19.27666552282924,12.84937882334133,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Savannah_Georgia_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Savannah_A_.png
"Savannah, Georgia, USA",Bellman-Ford,32.038445,-81.108604,32.1215178,-81.1935578,True,19.27666552282924,1.1728036403656006,4.313259124755859,97,6094,16294,5.347554972103708,4979,1.0630799973226273,19.27666552282924,12.84937882334133,False,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Savannah_Georgia_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Savannah_Bellman-Ford.png
"Birmingham, Alabama, USA",Dijkstra,33.523632,-86.8137872,33.439158,-86.8438274,True,20.005844907764967,0.23094558715820312,1.8740386962890625,73,11170,30803,5.515308863025963,8963,1.0460269028959444,20.005844907764967,12.495191917079726,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Birmingham_Alabama_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Birmingham_Dijkstra.png
"Birmingham, Alabama, USA",A*,33.523632,-86.8137872,33.439158,-86.8438274,True,20.434689445009774,0.18594121932983398,2.5528335571289062,84,11170,30803,5.515308863025963,8963,1.0460269028959444,20.005844907764967,12.290767658695549,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Birmingham_Alabama_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Birmingham_A_.png
"Birmingham, Alabama, USA",Bellman-Ford,33.523632,-86.8137872,33.439158,-86.8438274,True,20.005844907764967,1.801715612411499,8.564716339111328,73,11170,30803,5.515308863025963,8963,1.0460269028959444,20.005844907764967,12.495191917079726,False,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Birmingham_Alabama_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Birmingham_Bellman-Ford.png
"Huntsville, Alabama, USA",Dijkstra,34.706829,-86.611366,34.583172,-86.510187,True,19.95475865700963,0.15196990966796875,1.3039703369140625,106,9323,23274,4.992813472058351,7133,1.0839688483024348,19.95475865700963,13.223079921785356,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Huntsville_Alabama_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Huntsville_Dijkstra.png
"Huntsville, Alabama, USA",A*,34.706829,-86.611366,34.583172,-86.510187,True,20.599461242636437,0.041083574295043945,1.0775909423828125,139,9323,23274,4.992813472058351,7133,1.0839688483024348,19.95475865700963,13.418419429890315,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Huntsville_Alabama_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Huntsville_A_.png
"Huntsville, Alabama, USA",Bellman-Ford,34.706829,-86.611366,34.583172,-86.510187,True,19.95475865700963,1.1100878715515137,6.490924835205078,106,9323,23274,4.992813472058351,7133,1.0839688483024348,19.95475865700963,13.223079921785356,False,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Huntsville_Alabama_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Huntsville_Bellman-Ford.png
"Louisville, Kentucky, USA",Dijkstra,38.1892844,-85.6864436,38.149295,-85.844806,True,19.998528636768523,0.29600095748901367,3.3649368286132812,110,22275,54704,4.911694725028059,15388,1.0928479938435613,19.998528636768523,12.919171365401265,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Louisville_Kentucky_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Louisville_Dijkstra.png
"Louisville, Kentucky, USA",A*,38.1892844,-85.6864436,38.149295,-85.844806,True,19.998528636768523,0.03859877586364746,4.313148498535156,110,22275,54704,4.911694725028059,15388,1.0928479938435613,19.998528636768523,12.919171365401265,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Louisville_Kentucky_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Louisville_A_.png
"Louisville, Kentucky, USA",Bellman-Ford,38.1892844,-85.6864436,38.149295,-85.844806,True,19.998528636768523,4.456112623214722,16.018108367919922,110,22275,54704,4.911694725028059,15388,1.0928479938435613,19.998528636768523,12.919171365401265,False,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Louisville_Kentucky_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Louisville_Bellman-Ford.png
"Lexington, Kentucky, USA",Dijkstra,38.021068,-84.491728,38.170345,-84.463297,True,20.07466836596743,0.21707534790039062,1.8947525024414062,98,11863,28696,4.837899350923038,8328,1.0884520264223922,20.07466836596743,11.71107341981751,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Lexington_Kentucky_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Lexington_Dijkstra.png
"Lexington, Kentucky, USA",A*,38.021068,-84.491728,38.170345,-84.463297,True,20.07466836596743,0.01557302474975586,1.9694137573242188,98,11863,28696,4.837899350923038,8328,1.0884520264223922,20.07466836596743,11.71107341981751,,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Lexington_Kentucky_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Lexington_A_.png
"Lexington, Kentucky, USA",Bellman-Ford,38.021068,-84.491728,38.170345,-84.463297,True,20.07466836596743,1.6055524349212646,8.174129486083984,98,11863,28696,4.837899350923038,8328,1.0884520264223922,20.07466836596743,11.71107341981751,False,,J:\Optimized Project\Network-Routing-Optimization\GraphML_Archive\Lexington_Kentucky_USA.graphml,J:\Optimized Project\Network-Routing-Optimization\src\city_route_images\Lexington_Bellman-Ford.png
